薿	艹疑ノㄋ丶丶
锅	钅呙丨ㄋ丶丶
锃	钅口一一一一
锫	钅立丨ㄋ一一
锌	钅辛丶一丨丨
镂	钅米ㄋノ一一
铥	钅丿一丨丶丶
锟	钅日一ㄋㄋㄋ
锡	钅日ノㄋㄋㄋ
钽	钅旦丨ㄋ一一
铠	钅山ㄋ一ㄋㄋ
镇	钅直ノ丶丶丶
钴	钅古一丨一一
镯	钅罒ノㄋ丶丶
锣	钅罒ノㄋ丶丶
锂	钅里丨ㄋ一一
锶	钅田丶ㄋ丶丶
铨	钅人一一一一
铩	钅乂一丨丶丶
铭	钅夕丨ㄋ一一
镡	钅覀丨ㄋ丨丨
镖	钅覀一一丶丶
钞	钅小ノノノノ
锷	钅吅一一ㄋㄋ
镤	钅业丶ノ丶丶
钲	钅正一丨一一
锼	钅臼丨丨丨丨
铎	钅又一一丨丨
镭	钅雨丨ㄋ一一
镘	钅日丨ㄋ丶丶
锝	钅日一一丶丶
铕	钅丨ㄋ一一
锊	钅爫一丨丶丶
锾	钅爰ノ丶丶丶
锋	钅夂一一丨丨
铬	钅各ノㄋ一一
镌	钅隹ㄋノノノ
锰	钅子丨ㄋ一一
镍	钅自一丨丶丶
错	钅昔一丨一一
钯	钅巴ㄋ丨ㄋㄋ
钹	钅ㄋ丶丶丶
铂	钅白ノ丨一一
钵	钅木一一一一
铋	钅必丶ㄋ丶丶
钋	钅卜丨丶丶丶
钚	钅不一ノ丶丶
钊	钅刂丨丨丨丨
锸	钅千ノ丨一一
钮	钅丑ㄋ丨一一
钏	钅川ノ丨丨丨
锤	钅垂ノ一一一
锑	钅弟丶ノノノ
钉	钅丁一丨丨丨
钭	钅⺀一丨丨丨
铒	钅耳一丨一一
钫	钅方丶一ノノ
铺	钅甫一丨丶丶
钙	钅一丨一ㄋㄋ
钳	钅甘一丨一一
镉	钅鬲一丨丨丨
银	钅艮ㄋ一丶丶
锞	钅日一丨丶丶
钬	钅火丶ノ丶丶
铗	钅夹ノ丶丶丶
钾	钅甲丨ㄋ丨丨
钱	钅戋一一丶丶
铼	钅夹丨ノ丶丶
铄	钅丨ノ丶丶
钌	钅了ㄋ丨丨丨
钔	钅门丶丨ㄋㄋ
钼	钅目丨ㄋ一一
钠	钅内丨ㄋ丶丶
钕	钅女ㄋノ一一
铍	钅皮ㄋノ丶丶
钎	钅千ノ一丨丨
钐	钅彡ノノノノ
针	钅十一丨丨丨
钿	钅田丨ㄋ一一
钍	钅土一丨一一
钝	钅屯一ㄋㄋㄋ
锇	钅我ノ一丶丶
钨	钅乌ㄋㄋㄋㄋ
钇	钅乙ㄋㄋㄋㄋ
钆	钅乚ㄋㄋㄋㄋ
铀	钅由丨ㄋ一一
钰	钅王丶丶丶丶
钥	钅月ノㄋ一一
钺	钅戉一ㄋ丶丶
铫	钅儿丶一丶丶
钟	钅中丨ㄋ丨丨
锺	钅千丨ㄋ一一
锥	钅隹ノ丨一一
锉	钅从一丨一一
镕	钅宀ノ丶一一
锜	钅大一丨丨丨
镠	钅羽ノ丶ノノ
铚	钅至一ㄋ一一
铏	钅开丨丨丨丨
钘	钅开一一丨丨
镴	钅巛丨ㄋㄋㄋ
镈	钅甫一丨丶丶
镚	钅山ノㄋ一一
锽	钅白一一一一
镮	钅同ノㄋ丶丶
铻	钅五丨ㄋ一一
锳	钅艹丨ㄋ丶丶
钖	钅汤ㄋノノノ
镃	钅䒑ㄋㄋ丶丶
锧	钅一丨丶丶
䥽	钅发ㄋノ丶丶
金	金ノ丶一一
鑫	金金ノ丶一一
进	井辶丶ㄋ丶丶
收	丩攵ノ一丶丶
馗	九䒑ノ丨一一
旭	九日丨ㄋ一一
九	九ノㄋㄋㄋ
丸	九丶丶丶丶丶
鸠	九鸟ノㄋ一一
杂	九朩一丨丶丶
旮	九日丨ㄋ一一
訄	九言丶一一一
虓	九虍ノㄋㄋㄋ
叟	臼丨ㄋ丶丶丶
臼	臼ノ丨一一
臾	臼人ノ丶丶丶
鼢	鼠分ノ丶ノノ
鼹	鼠日丶丶一一
鼯	鼠五丨ㄋ一一
鼷	鼠爫ㄋㄋ丶丶
鼬	鼠由丨ㄋ一一
毁	臼工ノㄋ丶丶
鼠	鼠ノ丨ㄋㄋ
舄	臼勹丶丶丶丶
舅	臼田ㄋノノノ
舁	臼廾一ノ丨丨
鼩	鼠句ノㄋ一一
鼱	鼠青一一一一
鼫	鼠石一ノ一一
具	八ノ丶丶丶
歌	可可ノㄋ丶丶
可	可一丨丨丨
哥	可可一丨丨丨
逞	口王丶ㄋ丶丶
盅	中皿丨ㄋ一一
忠	中心丶ㄋ丶丶
中	中丨ㄋ丨丨
口	口丨ㄋ一一
史	口乂ノ丶丶丶
串	口中丨ㄋ丨丨
郢	口王ㄋ丨丨丨
咭	口吉一丨一一
哜	口文ノ丨丨丨
鹃	口⺝ノㄋ一一
勋	口贝ㄋノノノ
郧	口贝ㄋ丨丨丨
嗣	口ㄋ丨一一
戢	口耳一ㄋ丶丶
别	另刂丨丨丨丨
剐	呙刂丨丨丨丨
鄙	口十丨ㄋ丨丨
咂	口匚丨ㄋ丨丨
哐	口匚一一一一
呕	口区一ノㄋㄋ
唧	口ㄋ丨丨丨
啷	口朗ㄋ丨丨丨
唰	口尸丨ㄋ丨丨
嘟	口者ㄋ丨丨丨
嘶	口其ノノ丨丨
嗷	口敖一一丶丶
嘞	口革ㄋノノノ
噼	口辟ㄋ一丨丨
嘲	口ノㄋ一一
嘭	口壴ノノノノ
吡	口比一ㄋㄋㄋ
哪	口ㄋ丨丨丨
啭	口车一一丶丶
咧	口歹丨丨丨丨
喉	口亻ノ丨丶丶
咐	口付ノ丨丶丶
咻	口亻一丨丶丶
咿	口亻ㄋ一ノノ
嗾	口族ノ一丶丶
吲	口弓丨丨丨丨
啾	口禾丶ノ丶丶
哟	口纟ノㄋㄋㄋ
咖	口加ㄋノ一一
啉	口林一丨丶丶
嗍	口屰ノㄋ一一
呶	口女ㄋ丶丶丶
嗨	口氵ノ一丶丶
啵	口氵ㄋノ丶丶
嗽	口束ノㄋ丶丶
喇	口束丨丨丨丨
啪	口扌ノ丨一一
哳	口折一丨丨丨
啦	口扌丶一一一
呦	口幺ㄋノノノ
呲	口此丨一ㄋㄋ
吼	口孑ㄋㄋㄋㄋ
啊	口阝一丨丨丨
呵	口可一丨丨丨
鸣	口鸟ノㄋ一一
吻	口勿ノㄋノノ
啕	口勹ノ一丨丨
咆	口勹ㄋ一ㄋㄋ
嗵	口甬丶ㄋ丶丶
哒	口大丶ㄋ丶丶
响	口向丨ㄋ一一
呗	口贝丨ㄋ丶丶
呔	口大丶丶丶丶
啁	口冂一丨一一
嘁	口戊丨一丶丶
喊	口咸一ノ丶丶
咽	口因丨ㄋ一一
唬	口虍ノㄋㄋㄋ
噱	口虍一ノ丶丶
嘘	口虍丨丨一一
嗟	口一丨一一
噘	口厂丶ノ丶丶
喱	口厂丨ㄋ一一
呖	口厂ㄋノノノ
呃	口厂ㄋㄋㄋㄋ
嘛	口麻丶一丶丶
唳	口户一ノ丶丶
咴	口丶ノ丶丶
喔	口尸一ㄋ一一
呢	口尸ノㄋㄋㄋ
嘱	口尸ノ丨丶丶
啤	口卑ノ丨丨丨
嘈	口曹一丨一一
吹	口欠ノㄋ丶丶
嗜	口耂ノㄋ一一
哮	口耂ㄋ丨一一
囔	口橐丨ㄋ丶丶
哓	口尧一ㄋㄋㄋ
咝	口ㄋㄋ一一
嘤	口贝丨ㄋ一一
喈	口比ノ丨一一
哔	口比一丨丨丨
哗	口华ノㄋㄋㄋ
噤	口林一一丶丶
啜	口双ㄋ丶丶丶
嘴	口此ノㄋ丨丨
唿	口勿丶ㄋ丶丶
嗯	口因丶ㄋ丶丶
噙	口人丶一丶丶
啼	口帝丨ㄋ丨丨
噻	口寒一丨一一
嘧	口宀丶ㄋ丨丨
嘀	口啇丶一一一
哼	口亨丶一丨丨
嚎	口亮一ノ丶丶
噜	口鱼丨ㄋ一一
咣	口光丨丶ㄋㄋ
嗡	口公ㄋ丶一一
吟	口今ノ丶ㄋㄋ
呤	口令ノ丶丶丶
嚓	口宀ノㄋ丶丶
喧	口㝉丨ㄋ一一
喀	口宀ノㄋ丶丶
啶	口定丶丶丶丶
咛	口宀一丨丨丨
咤	口宀ノ一ㄋㄋ
咳	口亥丶一丶丶
嚷	口襄丶一丶丶
咬	口交丶一丶丶
吭	口亠ノㄋㄋㄋ
唷	口丨ㄋ一一
哙	口人一一丶丶
噪	口口丨ㄋ丶丶
噫	口音丶ㄋ丶丶
噢	口向丶ノ丶丶
喷	口十一丨丶丶
嗦	口孛ㄋㄋ丶丶
嚏	口孛丨ㄋ丶丶
嘻	口壴丨ㄋ一一
嗑	口去丨ㄋ一一
喻	口俞ノ丶丨丨
啥	口舍ノ丶一一
哈	口合ノ丶一一
嗓	口又ㄋ丶丶丶
嘹	口尞一ノ丶丶
嗳	口受一ノ丶丶
嗌	口䒑ノ丶一一
吃	口ㄋㄋㄋㄋ
唤	口丨ㄋ丶丶
哨	口肖丨丶一一
唢	口丨ㄋ丶丶
唪	口一一丨丨
嗪	口ノ一丶丶
噬	口一丨丶丶
吩	口分ノ丶ノノ
噌	口曾丶ノ一一
嗥	口白一ノ丨丨
唣	口白一ㄋㄋㄋ
噔	口登ㄋ丶一一
呸	口不一一一一
嗬	口荷一丨丨丨
嚆	口艹丶一一一
喏	口艹一ノ一一
嗒	口艹ノ丶一一
噶	口艹丨ㄋㄋㄋ
唠	口劳ㄋノノノ
喵	口艹丨ㄋ一一
呓	口艹ㄋㄋㄋㄋ
哎	口艹ノ丶丶丶
嗤	口蚩ㄋ丨丶丶
喹	口大一丨一一
嗫	口耳ㄋ丶丶丶
嗲	口父ノㄋ丶丶
嘎	口丆丨ㄋ丶丶
啖	口炎丶ノ丶丶
哚	口几一丨丶丶
喙	口彖ㄋㄋ丶丶
唼	口立ㄋノ一一
喑	口音丶一一一
喽	口米ㄋノ一一
喳	口木丨ㄋ一一
嘬	口日一丨丶丶
唱	口日丨ㄋ一一
嘣	口山ノㄋ一一
喘	口山一ノ丨丨
哕	口山ノㄋ丶丶
咔	口上丨丶丶丶
喃	口十丨ㄋ丨丨
嗔	口直ノ丶丶丶
啐	口卒丶一丨丨
咕	口古一丨一一
吱	口十ㄋ丶丶丶
噎	口壳一丨一一
喋	口世一丨丶丶
唆	口夋ㄋ丶丶丶
吮	口厶ノㄋㄋㄋ
哞	口厶ノ一丨丨
唉	口厶ノ一丶丶
喟	口田丨ㄋ一一
哩	口里丨ㄋ一一
喂	口田一ㄋ丶丶
哧	口赤一丨丶丶
哇	口圭一丨一一
唏	口希ノ丶丨丨
唔	口五丨ㄋ一一
哆	口夕ノㄋ丶丶
嘌	口覀一一丶丶
呛	口仓ノ丶ㄋㄋ
吵	口小ノノノノ
噗	口业丶ノ丶丶
嗖	口臼丨ㄋ丶丶
嚅	口雨一ノ丨丨
嚯	口雨ノ丨一一
喝	口曷丨ㄋㄋㄋ
嚼	口爫丨ㄋ丶丶
嗄	口丆丨ㄋ丶丶
咚	口夂丶丶丶丶
咯	口各ノㄋ一一
啃	口止丨ㄋ一一
啮	口齿丨一丨丨
噍	口隹丶丶丶丶
嗅	口自一ノ丶丶
啧	口丨ㄋ丶丶
嗉	口ㄋㄋ丶丶
唛	口ノㄋ丶丶
哄	口共一丨丶丶
叱	口七ノㄋㄋㄋ
哌	口ノㄋ丶丶
叭	口八ノ丶丶丶
吧	口巴ㄋ丨ㄋㄋ
卟	口卜丨丶丶丶
咄	口出ㄋ丨丨丨
啄	口豕丶丶丶丶
唾	口垂ノ一一一
叩	口卩ㄋ丨丨丨
叨	口刀ㄋノノノ
叼	口一一一一
叮	口丁一丨丨丨
啡	口非丨一一一
呋	口夫一一丶丶
哺	口甫一丨丶丶
嗝	口鬲一丨丨丨
哏	口艮ㄋ一丶丶
哽	口更一丨丶丶
呱	口瓜ノノ丶丶
嘿	口黑丨ㄋ丶丶
呼	口乎ノ丶丨丨
吸	口及ノㄋ丶丶
叽	口几ノㄋㄋㄋ
呷	口甲丨ㄋ丨丨
听	口斤ノノ丨丨
叫	口丩ㄋ丨丨丨
叻	口力ㄋノノノ
咙	口龙一ノ丶丶
吗	口马ㄋㄋ一一
咪	口米丶ノ丶丶
呐	口内丨ㄋ丶丶
哝	口农丶ㄋノノ
咀	口且丨ㄋ一一
吠	口犬一ノ丶丶
呻	口日丨丨丨丨
叶	口十一丨丨丨
啸	口肀ノ丶丨丨
吐	口土一丨一一
吨	口屯一ㄋㄋㄋ
吒	口乇ノ一ㄋㄋ
味	口未一一丶丶
哦	口我ノ一丶丶
呜	口乌ㄋ一一一
呒	口一一ノㄋㄋ
哂	口西一丨一一
吓	口下一丨丶丶
吣	口心丶ㄋ丶丶
吖	口丷丨丨丨丨
呀	口牙一ㄋノノ
哑	口亚一丨一一
唁	口言丶一一一
咩	口羊丶ノ丨丨
吆	口幺ㄋㄋ丶丶
咦	口大ㄋ一ㄋㄋ
咏	口永丶ㄋ丶丶
叹	口又ㄋ丶丶丶
吁	口于一一丨丨
喁	口禺丨ㄋ丶丶
咋	口乍ノ一一一
唯	口隹ノ丨一一
咱	口自ノ丨一一
唑	口从一丨一一
饕	口丂丨一丶丶
患	口中丶ㄋ丶丶
只	口八ノ丶丶丶
员	口贝丨ㄋ丶丶
吴	口天一一丶丶
邑	口巴ㄋ丨ㄋㄋ
虽	口虫丨ㄋ丶丶
黾	口日ㄋㄋㄋㄋ
兄	口儿ノㄋㄋㄋ
吊	口巾丨ㄋ丨丨
号	口丂一ㄋㄋㄋ
吕	口口丨ㄋ一一
另	另丨ㄋノノ
呆	口木一丨丶丶
呙	呙丨ㄋ丶丶
呈	口王一一一一
品	口吅丨ㄋ一一
鸮	口丂ノㄋ一一
咇	口心ノノノノ
咥	口至一ㄋ一一
啫	口者一丨一一
喤	口白一一一一
嗞	口䒑ㄋㄋ丶丶
嘡	口一丨一一
噇	口立丨ㄋ一一
嚄	口艹ノ丨丶丶
亏	亏一一ㄋㄋ
来	夹来丨ノ丶丶
赉	夹来丨ㄋ丶丶
慭	夹来一ノ丶丶
莺	劳鸟ノㄋ一一
萦	劳糸ㄋㄋ丶丶
荤	劳车一ㄋ丨丨
萤	劳虫丨ㄋ丶丶
荧	劳火丶ノ丶丶
蓥	劳金ノ丶一一
劳	劳力ㄋノノノ
荦	劳牛ノ一丨丨
荥	劳水丨ㄋ丶丶
茔	劳土一丨一一
莹	劳王丶丶丶丶
茕	劳一丨丨丨
耋	耂匕一ㄋ一一
耄	耂匕ノ一ㄋㄋ
者	者一丨一一
耆	耂旨ノㄋ一一
孝	耂子ㄋ丨一一
翥	者者一丨一一
煮	者灬丶丶丶丶
老	耂匕ノㄋㄋㄋ
都	者阝ㄋ丨丨丨
教	耂子ノ一丶丶
考	耂丂一ㄋㄋㄋ
耇	耂句ノㄋ一一
辽	了辶丶ㄋ丶丶
函	了ㄋ丨丨丨
卺	丞㔾ㄋㄋㄋㄋ
丞	丞ㄋ丨一一
了	了ㄋ丨丨丨
承	了三ㄋノ丶丶
亟	了口ㄋ丶一一
孓	了丶丶丶丶丶
耒	耒一一丶丶
耱	耒麻一ノ一一
耨	耒辰一丨丶丶
耪	耒帝丶一ノノ
耠	耒合ノ丶一一
耥	耒尚丨丶一一
耢	耒劳ㄋノノノ
耘	耒云一一丶丶
耧	耒米ㄋノ一一
耩	耒冓一一一一
耖	耒小ノノノノ
耙	耒巴ㄋ丨ㄋㄋ
耕	耒井一一丨丨
耗	耒毛ノ一ㄋㄋ
耜	耒㠯丨ㄋ一一
耦	耒禺丨ㄋ丶丶
耔	耒子ㄋ丨一一
耤	耒昔一丨一一
里	里丨ㄋ一一
野	里予ㄋ丶丨丨
墅	里予一丨一一
迦	加辶丶ㄋ丶丶
边	力辶丶ㄋ丶丶
贺	加贝丨ㄋ丶丶
袈	加衣丶一丶丶
驾	加马ㄋㄋ一一
架	加木一丨丶丶
力	力ㄋノノノ
办	力八ノ丶丶丶
勰	力力ㄋノ丶丶
加	加ㄋノ一一
哿	加可一丨丨丨
产	产丶一ノノ
立	立丶一一一
赣	音十ノㄋ丶丶
彰	音十ノノノノ
鄣	音十ㄋ丨丨丨
毅	立豕ノㄋ丶丶
剖	立口丨丨丨丨
瓿	立口一ㄋ丶丶
部	立口ㄋ丨丨丨
新	立朩ノノ丨丨
瓣	辛瓜丶一丨丨
辣	束一丨丶丶
辨	辛丶一丨丨
辫	辛纟丶一丨丨
辩	辛讠丶一丨丨
翊	立羽ㄋ丶一一
飒	立风ノㄋ丶丶
靖	立青一一一一
站	立占丨一一一
端	立山一ノ丨丨
竣	立夋ㄋ丶丶丶
竭	立曷丨ㄋㄋㄋ
竦	立束一丨丶丶
戆	音十ノㄋ丶丶
竞	立口ノㄋㄋㄋ
章	音十一丨丨丨
童	立里丨ㄋ一一
妾	立女ㄋノ一一
亲	立朩一丨丶丶
竑	立ㄋ丶丶丶
竘	立句ノㄋ一一
净	冫争ノㄋ丨丨
资	次贝丨ㄋ丶丶
咨	次口丨ㄋ一一
粢	次米丶ノ丶丶
盗	次皿丨ㄋ一一
姿	次女ㄋノ一一
瓷	次瓦一ㄋ丶丶
恣	次心丶ㄋ丶丶
凝	冫疑ノㄋ丶丶
冽	冫歹丨丨丨丨
凇	冫木ノ丶丶丶
凋	冫冂一丨一一
减	冫咸一ノ丶丶
次	次丶一丶丶
凄	冫妻ㄋノ一一
凛	冫亠丨ㄋ丶丶
凉	冫京丶一丶丶
冷	冫令ノ丶丶丶
冼	冫先ノ一ㄋㄋ
凑	冫一一丶丶
况	冫口ノㄋㄋㄋ
冶	冫台ㄋ丶一一
凌	冫土ノ丶丶丶
冻	冫东一ㄋ丶丶
冱	冫一ㄋㄋ一一
决	冫夬ㄋ一丶丶
冯	冫马ㄋㄋ一一
冰	冫水丨ㄋ丶丶
冲	冫中丨ㄋ丨丨
准	冫隹ノ丨一一
鹩	尞鸟ノㄋ一一
梵	林凡ノㄋ丶丶
麓	林鹿丶一ㄋㄋ
棼	林分ノ丶ノノ
楚	林疋ㄋ丨丶丶
焚	林火丶ノ丶丶
婪	林女ㄋノ一一
禁	林示一一丶丶
梦	林夕ノㄋ丶丶
彬	林彡ノノノノ
郴	林阝ㄋ丨丨丨
林	林一丨丶丶
令	令ノ丶丶丶
翎	令羽ㄋ丶一一
瓴	令瓦一ㄋ丶丶
领	令页一ノ丶丶
邻	令阝ㄋ丨丨丨
鸰	令鸟ノㄋ一一
兖	六厶ノㄋㄋㄋ
六	六丶一丶丶
衮	六厶ノㄋ丶丶
交	交丶一丶丶
效	交攵ノ一丶丶
郊	交阝ㄋ丨丨丨
袭	龙衣丶一丶丶
龚	龙共一丨丶丶
聋	龙耳一丨一一
砻	龙石一ノ一一
垄	龙土一丨一一
詟	龙言丶一一一
䶮	龙天一一丶丶
麝	鹿身一丨丶丶
麈	鹿主丶一一一
麇	鹿禾ノ一丶丶
麂	鹿几ノㄋㄋㄋ
鏖	鹿金ノ丶一一
麋	鹿米丶ノ丶丶
鹿	鹿丶一ㄋㄋ
麒	鹿其一丨丶丶
麟	鹿米ノㄋ丨丨
麑	鹿臼ノㄋㄋㄋ
鄜	鹿阝ㄋ丨丨丨
麀	鹿匕ノㄋㄋㄋ
麖	鹿京丶一丶丶
马	马ㄋㄋ一一
驱	马区一ノㄋㄋ
驸	马付ノ丨丶丶
驹	马句ノㄋ一一
骟	马户ㄋ丶一一
骗	马户丨ㄋ丨丨
骣	马尸ㄋ丨一一
骖	马叁ノノノノ
骐	马其一丨丶丶
骁	马尧一ㄋㄋㄋ
骝	马留丨ㄋ一一
骥	马北丨ㄋ丶丶
骅	马华ノㄋㄋㄋ
骤	马耳ㄋ丶丶丶
骢	马囟ノㄋ丶丶
骚	马又丶丨丶丶
驼	马宀ノㄋㄋㄋ
骇	马亥丶一丶丶
骧	马襄丶一丶丶
骄	马夭ノ丨丨丨
验	马佥ノ丶一一
驺	马刍ノㄋ一一
骈	马䒑一ノ丨丨
骑	马大一丨丨丨
驻	马主丶一一一
骏	马夋ㄋ丶丶丶
骀	马台ㄋ丶一一
骡	马田ㄋㄋ丶丶
骠	马覀一一丶丶
骊	马丽一丨丶丶
驳	马爻ノ丶丶丶
骋	马由一ㄋㄋㄋ
驿	马又一一丨丨
骆	马各ノㄋ一一
驯	马川ノ丨丨丨
驮	马大一ノ丶丶
骒	马日一丨丶丶
驴	马户丶ㄋノノ
驵	马且丨ㄋ一一
驶	马口ノ丶丶丶
驷	马四丨ㄋ一一
驰	马也ㄋ丨ㄋㄋ
驭	马又ㄋ丶丶丶
骓	马隹ノ丨一一
骎	马彐丶ㄋ丶丶
骙	马癸ㄋ丶丶丶
骃	马因丨ㄋ一一
骕	马肀ノ丶丨丨
骍	马辛丶一丨丨
驲	马日丨ㄋ一一
毽	毛聿ㄋ丶丶丶
氇	毛鱼丨ㄋ一一
毡	毛占丨一一一
毯	毛炎丶ノ丶丶
毪	毛厶ノ一丨丨
毛	毛ノ一ㄋㄋ
氆	毛並丨ㄋ一一
毳	毛毛ノ一ㄋㄋ
阚	门敢ノ一丶丶
阀	门亻一ㄋ丶丶
阏	门方ノ丶丶丶
阙	门屰ノㄋ丶丶
阈	门戈丨ㄋ一一
闼	门大丶ㄋ丶丶
阃	门囗一丨丶丶
闳	门ㄋ丶丶丶
阂	门亥丶一丶丶
闶	门亠ノㄋㄋㄋ
闹	门亠丨ㄋ丨丨
阖	门去丨ㄋ一一
阌	门受ㄋ丶丶丶
阎	门ノ丨一一
阐	门单丶ノ丨丨
阅	门总ノㄋㄋㄋ
阉	门大丨ㄋㄋㄋ
门	门丶丨ㄋㄋ
鹇	门木ノㄋ一一
阔	门氵ノ一一一
阕	门癸ㄋ丶丶丶
阆	门良丶ㄋ丶丶
阋	门臼ノㄋㄋㄋ
闾	门口丨ㄋ一一
阒	门目一ノ丶丶
阊	门日丨ㄋ一一
阗	门直ノ丶丶丶
阍	门氏丨ㄋ一一
闺	门圭一丨一一
阁	门各ノㄋ一一
闭	门才一丨ノノ
闽	门虫丨ㄋ丶丶
闻	门耳一丨一一
阄	门丨ㄋㄋㄋ
闸	门甲丨ㄋ丨丨
阑	门柬一丨丶丶
问	门口丨ㄋ一一
闯	门马ㄋㄋ一一
闲	门木一丨丶丶
闪	门人ノ丶丶丶
间	门日丨ㄋ一一
闫	门三一一一一
闰	门王一一一一
闱	门韦一一丨丨
闵	门文丶一丶丶
闷	门心丶ㄋ丶丶
闩	门一一一一一
闿	门山ㄋ一ㄋㄋ
阇	门者一丨一一
阘	门日ㄋ丶一一
訚	门言丶一一一
遴	米舛丶ㄋ丶丶
迷	米辶丶ㄋ丶丶
米	米丶ノ丶丶
断	米乚ノノ丨丨
粼	米舛ㄋㄋㄋㄋ
数	米女ノ一丶丶
糊	米古ノㄋ一一
糇	米亻ノ丨丶丶
糨	米弓丨ㄋ丶丶
糙	米告丶ㄋ丶丶
粝	米厂一ㄋノノ
糖	米广ㄋ一一一
糠	米广ㄋ一丶丶
糁	米叁ノノノノ
糟	米曹一丨一一
糌	米夂丨丶一一
粽	米宀一一丶丶
糈	米疋丨ㄋ一一
精	米青一一一一
粉	米分ノ丶ノノ
粘	米占丨一一一
粮	米良丶ㄋ丶丶
糅	米矛一丨丶丶
粹	米卒丶一丨丨
糕	米羊丶丶丶丶
糯	米雨一ノ丨丨
糗	米自一ノ丶丶
糍	米䒑ㄋㄋ丶丶
粑	米巴ㄋ丨ㄋㄋ
粕	米白ノ丨一一
料	米⺀一丨丨丨
敉	米攵ノ一丶丶
粳	米更一丨丶丶
粒	米立丶一一一
粗	米且丨ㄋ一一
籼	米山丨ㄋ丨丨
粞	米西一丨一一
籽	米子ㄋ丨一一
粪	米共一丨丶丶
类	米大一ノ丶丶
娄	米女ㄋノ一一
粿	米日一丨丶丶
糸	糸ㄋㄋ丶丶
勉	免力ㄋノノノ
逸	免丶丶ㄋ丶丶
免	免ノㄋㄋㄋ
兔	免丶丶丶丶丶
皿	皿丨ㄋ一一
慕	莫丨丶丶丶
幕	莫巾丨ㄋ丨丨
募	莫力ㄋノノノ
蓦	莫马ㄋㄋ一一
暮	莫日丨ㄋ一一
摹	莫手ノ一丨丨
墓	莫土一丨一一
莫	莫一丨丶丶
鄚	莫阝ㄋ丨丨丨
母	母ㄋㄋ丶丶
槿	木堇一丨一一
楝	木柬一丨丶丶
橼	木纟ㄋㄋ丶丶
栎	木丨ノ丶丶
棣	木隶ㄋ一丶丶
栊	木龙一ノ丶丶
杩	木马ㄋㄋ一一
榷	木冖ノ丨一一
术	木丶丶丶丶丶
述	木丶丶ㄋ丶丶
樊	木爻一丨丶丶
皙	木斤ノ丨一一
懋	木矛一丨丶丶
想	相心丶ㄋ丶丶
攀	木爻一丨丨丨
本	木一一一一一
木	木一丨丶丶
柬	柬一丨丶丶
榀	木口丨ㄋ一一
楱	木一一丶丶
麴	十人ノ丶ㄋㄋ
刺	朿刂丨丨丨丨
棘	朿朿一丨丶丶
柜	木匚ㄋ一一一
榧	木匚丨一一一
柩	木匚ノㄋ丶丶
框	木匚一一一一
椴	木段ノ丨丶丶
概	木一ㄋㄋㄋ
榔	木朗ㄋ丨丨丨
栳	木耂ノㄋㄋㄋ
柳	木卯ㄋ丨丨丨
檄	木白丶一丶丶
椒	木上丨ノ丶丶
橄	木敢ノ一丶丶
梆	木ㄋ丨丨丨
枇	木比一ㄋㄋㄋ
桁	木彳一一丨丨
椰	木耳ㄋ丨丨丨
楸	木禾丶ノ丶丶
槲	木角丶丶丨丨
枷	木加ㄋノ一一
株	木丿一一丶丶
枞	木从ノ丶丶丶
桫	木氵丨ノノノ
榭	木身一丨丶丶
栩	木羽ㄋ丶一一
棚	木月ノㄋ一一
椭	木阝一ノ一一
杨	木汤ㄋノノノ
柯	木可一丨丨丨
杓	木勹丶丶丶丶
枸	木句ノㄋ一一
构	木勹ㄋ丶丶丶
械	木戈一ノ丨丨
樾	木走一ㄋ丶丶
梃	木壬ㄋ丶丶丶
楗	木聿ㄋ丶丶丶
槌	木丶ㄋ丶丶
槁	木高丶一一一
枧	木见丨ㄋㄋㄋ
榈	木门丨ㄋ一一
桐	木冂丨ㄋ一一
槭	木戊丨一丶丶
枫	木风ノㄋ丶丶
杈	木又丶丶丶丶
檐	木厃ノ丶一一
桅	木厃ㄋㄋㄋㄋ
槎	木一丨一一
橱	木厂一丨丶丶
橛	木厂丶ノ丶丶
枥	木厂ㄋノノノ
桩	木广一丨一一
楣	木丨ㄋ一一
樨	木尸丨丶丨丨
榍	木尸丨丶一一
椐	木尸一丨一一
栀	木一ㄋㄋㄋ
板	木ㄋ丶丶丶
槽	木曹一丨一一
栲	木耂一ㄋㄋㄋ
楮	木者一丨一一
棋	木其一丨丶丶
樯	木十丶ノ一一
桡	木尧一ㄋㄋㄋ
桎	木至一ㄋ一一
樱	木贝丨ㄋ一一
榄	木监丨ㄋㄋㄋ
槛	木监丨ㄋ一一
榴	木留丨ㄋ一一
楷	木比ノ丨一一
楔	木丰ㄋノ丶丶
椹	木其ㄋㄋㄋㄋ
檎	木人丶一丶丶
榉	木兴ノ丶丨丨
榨	木穴ノ一一一
檀	木亠丨ㄋ一一
檩	木亠丨ㄋ丶丶
榜	木帝丶一ノノ
椋	木京丶一丶丶
椁	木享丶一一一
橹	木鱼丨ㄋ一一
樘	木一丨一一
桄	木光丨丶ㄋㄋ
樽	木酋一丨丶丶
柃	木令ノ丶丶丶
榕	木宀ノ丶一一
檫	木宀ノㄋ丶丶
槟	木宀ノ丨丶丶
楦	木㝉丨ㄋ一一
柁	木宀ノㄋㄋㄋ
柠	木宀一丨丨丨
桉	木宀ㄋノ一一
棕	木宀一一丶丶
